Date,Open,High,Low,Close,Volume
27-Sep-02,1905.34,1916.23,1884.85,1905.60,0
26-Sep-02,1866.62,1901.99,1861.48,1901.82,0
25-Sep-02,1835.39,1841.17,1775.84,1796.29,0
24-Sep-02,1768.52,1796.14,1731.22,1774.86,0
23-Sep-02,1834.27,1841.01,1790.05,1803.27,0
20-Sep-02,1887.99,1907.03,1857.64,1866.28,0
19-Sep-02,1869.62,1886.49,1855.61,1866.50,0
18-Sep-02,1926.84,1940.73,1901.25,1908.47,0
17-Sep-02,2040.92,2044.51,1973.46,1979.58,0
16-Sep-02,2025.70,2028.24,1994.97,2005.01,0
13-Sep-02,1975.50,2028.79,1960.25,1999.08,0
12-Sep-02,2089.08,2092.38,2044.84,2047.83,0
11-Sep-02,2110.40,2141.89,2108.81,2136.24,0
10-Sep-02,2074.96,2090.06,2063.39,2084.11,0
9-Sep-02,2037.35,2039.18,2015.76,2027.51,0
6-Sep-02,2008.28,2066.36,2001.31,2053.04,0
5-Sep-02,1955.27,1991.27,1945.89,1991.02,0
4-Sep-02,1991.58,2008.94,1984.87,1999.71,0
3-Sep-02,2031.56,2040.48,1979.08,1990.92,0
30-Aug-02,2100.58,2137.72,2083.98,2120.90,0
29-Aug-02,2100.64,2119.67,2079.59,2094.65,0
28-Aug-02,2180.41,2181.32,2136.33,2141.65,0
27-Aug-02,2200.21,2240.73,2197.15,2230.32,0
26-Aug-02,2216.72,2219.44,2185.11,2185.29,0
23-Aug-02,2228.09,2228.88,2201.88,2205.27,0
22-Aug-02,2223.73,2236.16,2206.34,2236.16,0
21-Aug-02,2229.39,2230.13,2179.04,2193.31,0
20-Aug-02,2192.41,2201.85,2174.71,2180.30,0
19-Aug-02,2175.28,2218.69,2166.49,2218.59,0
16-Aug-02,2141.61,2158.42,2112.06,2153.94,0
15-Aug-02,2133.11,2152.56,2126.98,2144.92,0
14-Aug-02,2093.40,2105.71,2067.56,2068.46,0
13-Aug-02,2081.85,2131.52,2073.84,2131.03,0
12-Aug-02,2122.95,2123.84,2102.12,2110.89,0
9-Aug-02,2103.48,2158.94,2097.61,2158.78,0
8-Aug-02,2125.35,2127.76,2083.51,2122.61,0
7-Aug-02,2081.71,2096.56,2035.32,2042.12,0
6-Aug-02,2007.29,2081.58,2001.08,2066.48,0
5-Aug-02,2003.39,2010.97,1976.72,1986.00,0
2-Aug-02,2028.13,2052.15,2017.20,2031.66,0
1-Aug-02,2109.37,2115.68,2029.20,2031.64,0
31-Jul-02,2176.56,2176.56,2095.00,2133.57,0
30-Jul-02,2115.65,2126.86,2096.46,2107.72,0
29-Jul-02,2077.73,2131.48,2077.73,2131.48,0
26-Jul-02,1943.22,2015.25,1941.90,2012.87,0
25-Jul-02,1965.77,1983.11,1919.23,1980.24,0
24-Jul-02,1857.25,1887.60,1805.24,1886.37,0
23-Jul-02,1983.44,1983.44,1897.50,1921.62,0
22-Jul-02,2029.71,2040.78,1962.19,1962.19,0
19-Jul-02,2089.78,2105.78,2064.98,2066.89,0
18-Jul-02,2159.95,2177.53,2142.43,2173.83,0
17-Jul-02,2127.69,2164.69,2124.16,2139.98,0
16-Jul-02,2026.47,2074.00,2011.84,2056.45,0
15-Jul-02,2171.77,2174.81,2065.51,2069.43,0
12-Jul-02,2246.43,2250.12,2160.48,2192.52,0
11-Jul-02,2237.71,2243.52,2193.68,2196.60,0
10-Jul-02,2328.31,2340.75,2290.84,2291.82,0
9-Jul-02,2340.61,2367.27,2332.37,2363.12,0
8-Jul-02,2379.46,2403.77,2371.97,2385.76,0
5-Jul-02,2365.42,2396.07,2351.04,2395.58,0
3-Jul-02,2266.65,2293.77,2245.02,2245.39,0
2-Jul-02,2334.11,2352.00,2305.55,2307.66,0
1-Jul-02,2402.07,2404.17,2369.03,2381.65,0
28-Jun-02,2333.47,2377.83,2331.91,2376.70,0
27-Jun-02,2300.51,2324.93,2277.32,2284.07,0
26-Jun-02,2228.08,2276.31,2223.18,2265.91,0
25-Jun-02,2308.42,2325.89,2297.76,2316.93,0
24-Jun-02,2259.33,2281.02,2253.99,2256.18,0
21-Jun-02,2331.76,2349.20,2323.85,2332.46,0
20-Jun-02,2326.20,2357.16,2320.16,2329.01,0
19-Jun-02,2373.64,2385.38,2362.08,2382.92,0
18-Jun-02,2417.38,2436.03,2412.02,2423.04,0
17-Jun-02,2402.24,2442.06,2397.77,2442.06,0
14-Jun-02,2349.77,2354.82,2308.99,2350.86,0
13-Jun-02,2452.19,2454.20,2403.25,2415.56,0
12-Jun-02,2460.12,2468.85,2447.64,2449.23,0
11-Jun-02,2503.54,2515.77,2499.72,2512.19,0
10-Jun-02,2485.83,2490.26,2462.70,2477.25,0
7-Jun-02,2451.59,2469.98,2442.37,2467.30,0
6-Jun-02,2549.20,2556.18,2509.15,2510.25,0
5-Jun-02,2536.55,2549.79,2525.60,2526.35,0
4-Jun-02,2549.37,2561.42,2545.81,2546.42,0
3-Jun-02,2622.65,2626.48,2599.62,2600.81,0
31-May-02,2617.37,2629.96,2608.19,2622.87,0
30-May-02,2605.00,2608.68,2591.65,2599.80,0
29-May-02,2636.50,2642.45,2627.62,2640.09,0
28-May-02,2672.51,2678.60,2643.16,2646.38,0
24-May-02,2686.86,2690.96,2671.93,2675.14,0
23-May-02,2668.49,2690.47,2665.44,2673.69,0
22-May-02,2673.47,2687.93,2665.61,2666.58,0
21-May-02,2718.82,2732.84,2704.09,2705.29,0
20-May-02,2725.03,2731.56,2703.51,2708.20,0
17-May-02,2756.85,2760.90,2725.89,2727.20,0
16-May-02,2769.14,2769.26,2745.91,2754.50,0
15-May-02,2767.53,2767.63,2743.37,2761.32,0
14-May-02,2733.84,2760.17,2730.64,2747.81,0
13-May-02,2680.19,2710.75,2678.69,2709.02,0
10-May-02,2701.82,2708.56,2677.86,2681.30,0
9-May-02,2730.03,2731.11,2710.96,2721.05,0
8-May-02,2710.32,2725.39,2708.39,2725.09,0
7-May-02,2656.19,2683.72,2655.05,2662.74,0
6-May-02,2706.53,2708.05,2697.36,2698.96,0
3-May-02,2750.58,2751.34,2705.31,2708.74,0
2-May-02,2736.22,2743.46,2725.99,2731.50,0
1-May-02,2740.50,2740.50,2740.50,2740.50,0
30-Apr-02,2723.93,2742.55,2710.47,2740.50,0
29-Apr-02,2721.35,2734.82,2718.77,2725.13,0
26-Apr-02,2743.04,2765.14,2730.60,2736.40,0
25-Apr-02,2734.27,2756.46,2731.10,2750.58,0
24-Apr-02,2791.20,2794.77,2773.70,2780.43,0
23-Apr-02,2785.63,2792.19,2769.57,2787.59,0
22-Apr-02,2791.38,2800.60,2786.07,2798.17,0
19-Apr-02,2813.77,2829.97,2813.58,2819.14,0
18-Apr-02,2834.67,2842.11,2817.59,2824.34,0
17-Apr-02,2861.30,2862.24,2843.05,2844.48,0
16-Apr-02,2817.79,2842.77,2817.79,2842.45,0
15-Apr-02,2792.89,2799.01,2781.65,2785.49,0
12-Apr-02,2765.63,2773.86,2755.71,2766.00,0
11-Apr-02,2787.32,2790.27,2753.92,2755.22,0
10-Apr-02,2794.71,2811.88,2788.81,2804.77,0
9-Apr-02,2797.43,2798.41,2775.72,2780.21,0
5-Apr-02,2818.69,2833.66,2814.63,2819.08,0
4-Apr-02,2821.29,2825.33,2803.33,2818.90,0
3-Apr-02,2849.89,2860.05,2848.47,2849.90,0
2-Apr-02,2847.97,2855.17,2844.88,2849.12,0
1-Apr-02,2868.37,2868.37,2868.37,2868.37,0
28-Mar-02,2867.45,2877.64,2863.96,2868.37,0
27-Mar-02,2827.44,2840.61,2825.49,2838.69,0
25-Mar-02,2860.96,2864.16,2826.84,2826.95,0
22-Mar-02,2847.55,2850.23,2832.85,2847.06,0
21-Mar-02,2852.36,2854.71,2834.83,2834.93,0
20-Mar-02,2853.00,2860.01,2838.48,2849.24,0
19-Mar-02,2876.57,2881.71,2874.37,2877.64,0
18-Mar-02,2881.61,2887.41,2868.59,2870.03,0
15-Mar-02,2819.52,2853.85,2819.23,2853.70,0
14-Mar-02,2827.70,2834.13,2813.70,2829.90,0
13-Mar-02,2854.30,2861.63,2825.61,2825.61,0
12-Mar-02,2823.29,2832.28,2812.45,2829.81,0
11-Mar-02,2859.08,2862.34,2849.82,2852.86,0
8-Mar-02,2858.95,2887.57,2858.95,2866.02,0
7-Mar-02,2871.54,2881.01,2846.98,2856.78,0
6-Mar-02,2828.69,2841.27,2815.90,2840.75,0
5-Mar-02,2844.40,2862.69,2831.94,2836.19,0
4-Mar-02,2832.45,2861.46,2820.55,2852.43,0
1-Mar-02,2772.16,2797.05,2759.46,2793.31,0
28-Feb-02,2742.94,2787.39,2742.01,2764.18,0
27-Feb-02,2745.07,2773.48,2744.14,2770.35,0
26-Feb-02,2750.68,2750.68,2717.99,2728.12,0
25-Feb-02,2690.55,2710.97,2686.84,2710.67,0
22-Feb-02,2660.75,2673.09,2654.42,2668.75,0
21-Feb-02,2697.94,2698.41,2682.17,2693.36,0
20-Feb-02,2675.26,2691.50,2663.96,2665.07,0
19-Feb-02,2704.54,2714.85,2687.56,2692.28,0
15-Feb-02,2784.98,2789.63,2762.04,2762.51,0
14-Feb-02,2791.46,2797.69,2779.01,2790.10,0
13-Feb-02,2739.18,2765.97,2739.11,2758.86,0
12-Feb-02,2738.28,2741.82,2724.13,2736.38,0
11-Feb-02,2733.95,2739.78,2726.68,2738.36,0
8-Feb-02,2711.15,2724.15,2709.97,2716.41,0
7-Feb-02,2700.54,2716.73,2690.44,2714.36,0
6-Feb-02,2693.69,2716.41,2677.25,2688.41,0
5-Feb-02,2743.57,2744.61,2696.49,2718.69,0
4-Feb-02,2781.81,2794.24,2765.98,2774.66,0
1-Feb-02,2824.57,2826.37,2804.07,2805.66,0
31-Jan-02,2806.26,2808.23,2785.12,2790.11,0
30-Jan-02,2753.05,2772.74,2748.50,2763.73,0
29-Jan-02,2834.57,2844.11,2802.43,2804.64,0
28-Jan-02,2851.56,2854.42,2842.48,2845.25,0
25-Jan-02,2817.99,2820.17,2796.09,2819.49,0
24-Jan-02,2833.54,2840.48,2820.52,2826.14,0
23-Jan-02,2758.10,2782.95,2757.60,2776.38,0
22-Jan-02,2790.51,2795.90,2757.47,2761.21,0
18-Jan-02,2764.86,2780.01,2761.05,2770.41,0
17-Jan-02,2780.55,2795.42,2776.12,2780.42,0
16-Jan-02,2742.40,2760.34,2739.48,2749.49,0
15-Jan-02,2761.91,2782.37,2754.92,2775.18,0
14-Jan-02,2776.12,2776.23,2740.51,2748.49,0
11-Jan-02,2801.60,2821.67,2799.05,2814.15,0
10-Jan-02,2809.86,2810.52,2784.51,2791.23,0
9-Jan-02,2822.50,2832.32,2819.18,2828.87,0
8-Jan-02,2845.49,2846.40,2822.68,2825.57,0
7-Jan-02,2874.22,2886.27,2849.00,2851.14,0
4-Jan-02,2895.52,2903.25,2870.33,2878.93,0
3-Jan-02,2856.71,2887.05,2849.56,2881.39,0
2-Jan-02,2836.61,2845.22,2817.01,2822.46,0
31-Dec-01,2879.30,2879.30,2879.30,2879.30,0
28-Dec-01,2878.28,2887.81,2875.79,2879.30,0
27-Dec-01,2851.75,2860.10,2847.95,2860.06,0
26-Dec-01,2822.43,2822.43,2822.43,2822.43,0
24-Dec-01,2818.39,2824.67,2815.74,2822.43,0
21-Dec-01,2776.31,2815.34,2773.59,2811.55,0
20-Dec-01,2775.58,2776.72,2749.66,2751.62,0
19-Dec-01,2757.98,2774.88,2751.18,2771.53,0
18-Dec-01,2799.77,2816.18,2793.84,2796.78,0
17-Dec-01,2763.64,2803.43,2757.60,2800.29,0
14-Dec-01,2726.37,2740.42,2720.17,2722.22,0
13-Dec-01,2764.16,2764.16,2737.34,2749.67,0
12-Dec-01,2800.26,2815.35,2788.49,2793.54,0
11-Dec-01,2817.15,2828.41,2811.52,2821.07,0
10-Dec-01,2828.46,2837.51,2816.68,2823.90,0
7-Dec-01,2896.36,2897.20,2863.02,2875.70,0
6-Dec-01,2900.22,2909.20,2887.71,2900.56,0
30-Nov-01,2794.05,2795.80,2756.87,2775.70,0
29-Nov-01,2790.25,2794.94,2769.52,2779.66,0
28-Nov-01,2788.62,2809.16,2784.07,2786.83,0
27-Nov-01,2860.31,2860.31,2806.05,2818.27,0
26-Nov-01,2871.32,2881.72,2860.74,2861.98,0
23-Nov-01,2839.08,2872.06,2838.41,2868.78,0
21-Nov-01,2865.74,2877.43,2855.60,2858.50,0
20-Nov-01,2875.19,2880.80,2851.99,2859.78,0
19-Nov-01,2894.17,2904.39,2886.70,2888.36,0
16-Nov-01,2860.52,2868.42,2842.81,2860.84,0
15-Nov-01,2846.23,2849.51,2813.37,2838.83,0
14-Nov-01,2871.80,2884.68,2823.29,2835.72,0
13-Nov-01,2831.45,2857.94,2828.42,2852.00,0
12-Nov-01,2796.83,2809.77,2715.61,2750.26,0
9-Nov-01,2828.06,2835.05,2815.67,2822.81,0
8-Nov-01,2836.09,2865.46,2823.54,2852.91,0
7-Nov-01,2763.22,2801.91,2762.22,2796.96,0
6-Nov-01,2785.05,2790.78,2766.92,2781.62,0
5-Nov-01,2759.73,2786.36,2759.17,2785.75,0
2-Nov-01,2713.75,2729.49,2699.73,2714.31,0
1-Nov-01,2669.88,2697.07,2647.79,2695.11,0
31-Oct-01,2664.71,2713.64,2659.39,2680.55,0
30-Oct-01,2651.90,2661.08,2622.87,2638.11,0
29-Oct-01,2740.58,2749.74,2709.86,2713.91,0
26-Oct-01,2738.46,2768.64,2737.97,2767.07,0
25-Oct-01,2727.43,2736.19,2681.59,2695.75,0
24-Oct-01,2767.42,2770.91,2738.59,2758.86,0
23-Oct-01,2746.68,2757.50,2727.44,2756.88,0
22-Oct-01,2652.22,2687.17,2648.78,2685.28,0
19-Oct-01,2639.57,2651.32,2630.89,2642.60,0
18-Oct-01,2676.61,2701.23,2675.58,2688.72,0
17-Oct-01,2743.65,2747.32,2698.12,2734.88,0
16-Oct-01,2678.01,2686.02,2645.82,2659.49,0
15-Oct-01,2662.09,2662.73,2628.64,2638.01,0
12-Oct-01,2710.53,2715.76,2680.03,2704.29,0
11-Oct-01,2744.67,2768.76,2703.47,2714.35,0
9-Oct-01,2631.36,2635.19,2608.28,2612.79,0
8-Oct-01,2561.45,2629.41,2558.59,2626.86,0
5-Oct-01,2651.90,2658.21,2609.55,2620.23,0
4-Oct-01,2620.16,2646.79,2596.48,2646.28,0
2-Oct-01,2489.38,2542.64,2486.67,2534.50,0
1-Oct-01,2530.12,2534.61,2506.24,2512.88,0
28-Sep-01,2548.24,2587.19,2545.82,2577.68,0
27-Sep-01,2464.57,2491.28,2458.72,2489.82,0
26-Sep-01,2446.93,2482.24,2444.85,2453.90,0
25-Sep-01,2415.72,2445.65,2400.48,2426.40,0
24-Sep-01,2341.36,2393.58,2336.53,2391.04,0
21-Sep-01,2199.20,2323.68,2164.71,2267.54,0
20-Sep-01,2361.32,2369.55,2320.62,2332.74,0
19-Sep-01,2485.20,2493.89,2415.91,2429.76,0
18-Sep-01,2458.56,2502.11,2456.08,2499.32,0
17-Sep-01,2425.48,2524.26,2425.35,2510.28,0
10-Sep-01,2584.54,2666.40,2583.98,2662.04,0
7-Sep-01,2727.72,2728.34,2674.56,2682.01,0
6-Sep-01,2786.88,2787.73,2749.90,2758.24,0
5-Sep-01,2839.07,2855.80,2820.87,2823.58,0
4-Sep-01,2833.81,2870.43,2799.23,2869.49,0
31-Aug-01,2839.02,2865.97,2832.25,2848.11,0
30-Aug-01,2890.85,2896.03,2858.27,2858.27,0
29-Aug-01,2887.48,2923.69,2883.87,2896.29,0
28-Aug-01,2937.06,2948.08,2893.69,2899.83,0
27-Aug-01,2951.09,2952.78,2935.59,2941.76,0
24-Aug-01,2919.33,2928.63,2911.54,2924.69,0
23-Aug-01,2882.80,2893.68,2878.83,2886.02,0
22-Aug-01,2901.98,2915.38,2876.38,2879.33,0
21-Aug-01,2872.54,2882.83,2869.45,2882.83,0
20-Aug-01,2829.14,2862.45,2825.89,2853.92,0
17-Aug-01,2867.32,2869.00,2825.80,2843.81,0
15-Aug-01,2952.06,2953.17,2926.75,2931.66,0
14-Aug-01,2961.15,2977.14,2951.36,2955.24,0
13-Aug-01,2924.26,2927.59,2910.42,2912.03,0
10-Aug-01,2935.07,2935.67,2887.45,2896.47,0
9-Aug-01,2936.93,2948.67,2918.56,2925.69,0
8-Aug-01,2989.50,3006.58,2988.12,3001.12,0
7-Aug-01,2998.61,3041.72,2996.53,3035.32,0
6-Aug-01,3019.78,3023.09,3010.35,3018.23,0
3-Aug-01,3039.70,3051.69,3015.28,3021.11,0
2-Aug-01,3095.67,3099.94,3057.50,3058.93,0
1-Aug-01,3058.08,3062.82,3051.12,3053.81,0
31-Jul-01,3025.52,3053.07,3020.89,3051.60,0
30-Jul-01,3022.40,3022.65,3007.30,3007.89,0
27-Jul-01,2973.50,2976.47,2961.01,2965.65,0
26-Jul-01,2924.25,2931.66,2913.03,2923.55,0
25-Jul-01,2911.64,2916.12,2894.55,2905.55,0
24-Jul-01,2973.40,2973.40,2947.72,2955.65,0
23-Jul-01,3013.47,3020.62,2986.42,2986.42,0
20-Jul-01,2959.38,2975.58,2956.41,2972.20,0
19-Jul-01,2946.94,2983.36,2946.94,2983.36,0
18-Jul-01,2957.33,2964.01,2936.64,2942.43,0
17-Jul-01,2995.58,3005.12,2984.37,2998.99,0
16-Jul-01,3025.11,3034.44,3017.04,3022.54,0
13-Jul-01,3020.89,3042.78,3019.14,3040.32,0
12-Jul-01,3015.52,3032.44,3013.83,3024.37,0
11-Jul-01,2978.54,2993.65,2967.78,2974.17,0
10-Jul-01,3060.53,3063.91,3024.36,3027.40,0
9-Jul-01,3034.31,3059.18,3033.36,3051.07,0
6-Jul-01,3070.56,3084.35,3050.88,3056.75,0
5-Jul-01,3129.59,3145.69,3114.80,3133.02,0
3-Jul-01,3172.55,3179.48,3164.80,3173.03,0
2-Jul-01,3186.97,3211.33,3179.50,3211.33,0
29-Jun-01,3141.25,3164.85,3138.55,3162.62,0
28-Jun-01,3095.83,3127.08,3094.96,3123.03,0
27-Jun-01,3091.53,3097.60,3087.41,3089.23,0
26-Jun-01,3077.95,3095.31,3076.69,3087.15,0
25-Jun-01,3150.65,3158.84,3140.55,3143.85,0
22-Jun-01,3141.24,3143.86,3133.02,3136.45,0
21-Jun-01,3137.36,3152.92,3135.60,3140.43,0
20-Jun-01,3105.94,3143.97,3104.92,3137.46,0
19-Jun-01,3150.99,3171.21,3149.34,3149.34,0
18-Jun-01,3146.53,3147.74,3136.34,3146.62,0
15-Jun-01,3140.23,3164.40,3132.11,3156.59,0
14-Jun-01,3207.03,3216.36,3190.47,3191.25,0
13-Jun-01,3224.56,3237.36,3221.79,3233.85,0
12-Jun-01,3253.06,3255.52,3192.97,3203.98,0
11-Jun-01,3299.42,3306.45,3280.66,3283.87,0
8-Jun-01,3330.38,3330.38,3305.52,3307.98,0
7-Jun-01,3296.29,3318.37,3287.37,3313.03,0
6-Jun-01,3340.69,3341.13,3320.40,3326.32,0
5-Jun-01,3320.82,3340.38,3317.93,3339.87,0
4-Jun-01,3297.02,3308.35,3297.02,3297.02,0
1-Jun-01,3283.98,3313.15,3281.22,3297.02,0
31-May-01,3306.03,3309.07,3290.67,3292.49,0
30-May-01,3304.28,3308.55,3286.37,3289.07,0
29-May-01,3344.89,3349.85,3327.52,3335.05,0
25-May-01,3361.70,3370.05,3347.01,3350.09,0
24-May-01,3376.40,3384.24,3371.17,3376.61,0
23-May-01,3391.70,3394.99,3370.92,3376.69,0
22-May-01,3410.15,3415.03,3394.46,3398.35,0
21-May-01,3349.06,3366.83,3346.38,3362.10,0
18-May-01,3349.97,3359.49,3343.69,3354.95,0
17-May-01,3345.54,3348.55,3321.48,3328.72,0
16-May-01,3240.75,3283.35,3239.85,3277.35,0
15-May-01,3286.17,3296.33,3282.98,3286.98,0
14-May-01,3278.76,3290.47,3275.16,3278.44,0
11-May-01,3322.13,3333.24,3309.24,3312.72,0
10-May-01,3321.54,3340.01,3320.53,3334.97,0
9-May-01,3253.99,3264.11,3243.83,3263.51,0
8-May-01,3297.77,3303.64,3273.80,3281.26,0
7-May-01,3279.65,3292.85,3275.11,3285.23,0
4-May-01,3252.35,3257.79,3212.58,3253.85,0
3-May-01,3261.51,3261.94,3228.48,3236.08,0
2-May-01,3309.77,3329.22,3300.41,3305.32,0
1-May-01,3322.43,3324.31,3317.07,3322.55,0
30-Apr-01,3302.70,3340.70,3302.70,3329.20,0
27-Apr-01,3245.47,3311.14,3245.47,3302.70,0
26-Apr-01,3236.53,3251.57,3235.84,3251.37,0
25-Apr-01,3226.54,3238.22,3212.22,3235.47,0
24-Apr-01,3223.54,3246.98,3216.31,3238.68,0
23-Apr-01,3220.40,3220.40,3205.48,3213.90,0
20-Apr-01,3262.40,3267.68,3233.83,3241.17,0
19-Apr-01,3285.65,3287.00,3260.65,3278.03,0
18-Apr-01,3250.62,3290.48,3247.59,3287.88,0
17-Apr-01,3155.98,3209.36,3155.63,3202.72,0
16-Apr-01,3210.68,3210.68,3210.68,3210.68,0
12-Apr-01,3228.10,3232.69,3204.74,3210.68,0
11-Apr-01,3232.51,3254.85,3222.54,3226.57,0
10-Apr-01,3207.38,3218.45,3192.79,3215.39,0
9-Apr-01,3103.84,3146.10,3103.84,3139.03,0
6-Apr-01,3082.77,3088.93,3054.68,3070.64,0
5-Apr-01,3082.02,3104.39,3075.55,3091.84,0
4-Apr-01,2993.29,3005.36,2963.52,3000.51,0
3-Apr-01,3032.63,3048.49,3014.36,3016.94,0
2-Apr-01,3078.91,3100.32,3069.06,3090.65,0
30-Mar-01,3134.08,3134.69,3120.64,3121.58,0
29-Mar-01,3068.55,3089.48,3068.55,3089.39,0
28-Mar-01,3116.67,3117.90,3088.39,3091.83,0
27-Mar-01,3134.69,3136.28,3096.13,3110.68,0
26-Mar-01,3066.28,3079.00,3063.76,3064.35,0
23-Mar-01,2973.74,2982.41,2953.15,2969.96,0
22-Mar-01,2933.56,2967.60,2888.51,2914.55,0
21-Mar-01,3007.25,3049.10,3001.79,3042.36,0
20-Mar-01,3079.85,3081.32,3066.49,3079.83,0
19-Mar-01,3043.80,3048.08,3031.43,3035.84,0
16-Mar-01,3088.55,3100.47,3048.47,3052.53,0
15-Mar-01,3100.45,3117.79,3098.91,3101.62,0
14-Mar-01,3013.12,3093.60,2982.63,3081.69,0
13-Mar-01,3114.07,3142.28,3113.22,3129.43,0
12-Mar-01,3180.65,3182.26,3141.93,3143.98,0
9-Mar-01,3247.20,3252.16,3224.83,3232.20,0
8-Mar-01,3293.05,3293.45,3256.00,3259.26,0
7-Mar-01,3276.52,3300.71,3275.23,3284.51,0
